col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
0.383294167,0.008228972,0.785164625,0.630862883,0.559276955,0.016038232,0.231165502,0.578897283,0.492810226,0.029469713,0.492085145,0.326178824,0.59812355,0.111782088,0.670186932,0.197533812,0.3819746,0.135606286,0.537075503,0.152045094
0.218021336,0.046890273,0.070701365,0.865389865,0.419837372,0.076178814,0.522550915,0.55220138,0.643166796,0.017696826,0.40810313,0.182181964,0.420805155,0.21674553,0.476752417,0.211192255,0.068067962,0.144143275,0.171940029,0.547383308
0.534884706,0.038627299,0.799892197,0.603604247,0.455570766,0.069934935,0.330825091,0.332725012,0.568717213,0.040827627,0.370163331,0.214360552,0.530806539,0.108766848,0.744332102,0.432478342,0.346117135,0.095337706,0.630813469,0.292817311
0.327271983,0.000314278,0.366510074,0.080198311,0.52646095,0.000126009,0.705724224,0.355601113,0.508938299,0.014574308,0.485847245,0.092826363,0.225712649,0.032639349,0.434130735,0.237284206,0.167266518,0.171258611,0.414503879,0.397480005
0.383294167,0.008228972,0.785164625,0.630862883,0.559276955,0.016038232,0.231165502,0.578897283,0.492810226,0.029469713,0.492085145,0.326178824,0.59812355,0.111782088,0.670186932,0.197533812,0.3819746,0.135606286,0.537075503,0.152045094
0.383294167,0.008228972,0.785164625,0.630862883,0.559276955,0.016038232,0.231165502,0.578897283,0.492810226,0.029469713,0.492085145,0.326178824,0.59812355,0.111782088,0.670186932,0.197533812,0.3819746,0.135606286,0.537075503,0.152045094
0.327271983,0.000314278,0.366510074,0.080198311,0.52646095,0.000126009,0.705724224,0.355601113,0.508938299,0.014574308,0.485847245,0.092826363,0.225712649,0.032639349,0.434130735,0.237284206,0.167266518,0.171258611,0.414503879,0.397480005
0.327271983,0.000314278,0.366510074,0.080198311,0.52646095,0.000126009,0.705724224,0.355601113,0.508938299,0.014574308,0.485847245,0.092826363,0.225712649,0.032639349,0.434130735,0.237284206,0.167266518,0.171258611,0.414503879,0.397480005
